Name,Path,Position,Is Active,Url Key,Description,Image,Page Title,Meta Keywords,Meta Description,Include In Menu,Display Mode,CMS Block,Is Anchor,Availabe Sort By,Default Sort By,Page Layout,Custom Layout Update
Modular Furniture,Default Category/Products,13,Yes,modular-furniture,"<p>How can your patio, porch or poolside reflect high-end luxury with the placement of top-grade outdoor modular furniture? When you arrange unsurpassed modular furniture around your decks, porches, yards, and verandas, you create the ultimate area for socialization or solitude. Guests will be amazed by how practical and aesthetically pleasing your affordable modular furniture actually is as we sell our patio furniture sets at the lowest prices in the industry.</p><p>Bring the natural look of outdoor patio modular furniture without the upkeep of natural rattan. Low maintenance modular furniture is built to withstand the harshest of seasonal elements and refrain from discoloration, fading or moisture absorption. The strength and reliability of our durable modular furniture is due to hand-woven high-density polyethylene Viro resin strands that have crafted with diligence by our master craftsmen. Each modular furniture piece is also supported by all-weather powder-coated aluminum frames.</p><p>Quality outdoor modular furniture offer comfortable contoured seating with welting on the cushions that you can choose to have match or contrast. Our company&#039;s uses superior high indentation load deflection (ILD) foam cushioning to provide the utmost of comfort. The fabric of the cushioning for our outdoor modular furniture is made from our exclusive Allure line, that is designed to minimize color fading with UV inhibiting materials. How can you order rattan outdoor modular furniture from our company now? Browse through our online shop or receive assistance by phone at <a href='tel:18442728826'>(844) 2-RATTAN</a>. Rattan modular furniture questions can be answered through email at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>.</p>",newCategoryImages/_MG_0689.jpg,Modular Furniture,Modular Furniture,Distinguish your home from the rest with our comfortable modular furniture priced to sell. Stunning superior craftsmanship alongside affordability separates Rattan Outdoor Furniture from our competition.,No,Products only,,No,,,No layout updates,
Modular Seating,Default Category/Products/Modular Furniture,162,Yes,modular-seating,"<p>Looking for dynamic rattan modular seating to accentuate your surroundings? Rattan Outdoor Furniture offers the lowest prices on the market along with exquisite, handcrafted designs on all of our impeccable modular seating. Constructed from eco-friendly materials our modular seating has the maximum strength of powder-coated aluminum frames and durable RAUCORD resin. Our modular seating uses rattan resin that is 100% hand-woven with the latest techniques by master artisans who skillfully weave all of our modular seating into unique masterpieces. From our resin to our Allure fabric only found through Rattan Outdoor Furniture, we use the latest technology advancement in outdoor products so your modular seating will last years beyond any of our competitors.</p><p>Rattan Outdoor Furniture promises to keep every customer satisfied with their rattan modular seating purchase. By owning and manufacturing our modular seating, we know the incomparable quality found in all of our rattan outdoor furniture products. Our rattan outdoor modular seating can be purchase simply by clicking the &quot;buy now&quot; tab or calling us at <a href='tel:18442728826'>(844) 2-RATTAN</a>. Our highly-trained sales representatives can talk you through your modular seating order and always have answers to all of your questions. Send an email to sales@<a href='http://rattanoutdoorfurniure.com' title='rattanoutdoorfurniure.com' rel='external' target='_default'>rattanoutdoorfurniure.com</a> and we will contact you promptly about your modular seating inquiries. We are ready to transform your life with the amazing surrender of our incredible rattan modular seating.</p>",newCategoryImages/_MG_0633.jpg,Modular Seating,Modular Seating,Enjoy the pure aesthetic majesty of Rattan Outdoor Furniture&rsquo;s amazing modular seating design with your comfort in mind. Never pay retail price again.,No,Products only,,No,,,No layout updates,
Nautical Furniture,Default Category/Products,163,Yes,nautical-furniture,"<p>The spirit of riding the ocean waves is waiting for you on our rattan outdoor nautical furniture. Whether you&#039;re furnishing your house, cruise line or yacht club, we have discounted nautical furniture priced for you. Choose from our wide array of nautical themed fabric and finishes available in all different shades, go from blues and white stripes to a solid burst of color. Spend nights on your patio&#039;s nautical furniture dreaming of a star stretch journey while riding the wide open seas. Country club patrons will envision themselves on a yacht while they&#039;re sipping ice tea on our outdoor rattan nautical furniture sets. Your backyard will transport you to the leisure of the soft Atlantic waves once you purchase our rocking chairs and complete you rattan nautical furniture collection with an umbrella made from sturdy Sunbrella fabric.</p><p>Outdoor rattan nautical furniture goes beyond style with durable, all-weather, powder-coated, high-grade, aluminum frames and the tightly 100% hand-woven Viro resin. Our exclusive Allure fabrics add color to your nautical furniture as well as provide premium protection. Colors won&#039;t fade to the sun, enabling your top-rate nautical furniture to stand up to the test of time. Rattan outdoor nautical furniture can be yours today by contacting our friendly and knowledgeable team at <a href='tel:18442728826'>(844) 2-RATTAN</a> or send us a quick email at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. We pride ourselves in a quick and informative response time.</p>",newCategoryImages/_MG_0757.jpg,Nautical Furniture,Nautical Furniture,"Breathtaking nautical furniture is impressively priced to save you money every day at Rattan Outdoor Furniture. Listed at factory direct prices, you&#039;ll always find deals on our premium products. Shop now and save.",No,Products only,,No,,,No layout updates,
Nautical Wicker Furniture,Default Category/Products,164,Yes,nautical-wicker-furniture,"<p>Whether you&#039;re furnishing your house, cruise line or yacht, Rattan Outdoor Furniture has discounted nautical wicker furniture priced at the lowest discounts on the market. Choose from a wide array of nautical themed fabric and finishes available in all different shades, go from blues and white stripes to a solid burst of color. Spend nights on your patio nautical wicker furniture dreaming of life on the sea. Country club patrons will envision themselves on a yacht while they&#039;re sipping ice tea on our stunning nautical wicker furniture sets. Your backyard will transport you to the leisure of the soft Atlantic waves once you purchase our products and complete you nautical wicker furniture collection with a customized piece. The spirit of riding the ocean waves is waiting for you on our rattan nautical wicker furniture.</p><p>Rattan Outdoor Furniture&rsquo;s nautical wicker furniture goes beyond style with durable, all-weather, powder-coated, high-grade aluminum frames and the tightly 100% hand-woven Viro resin. Our exclusive Allure fabrics color your nautical wicker furniture as well as provide premium protection. Colors won&#039;t fade to the sun or absorb moisture, enabling your top-rated nautical wicker furniture to stand up to the test of time. Our outdoor nautical wicker furniture can be yours today by contacting our friendly and knowledgeable team at <a href='tel:18442728826'>(844) 2-RATTAN</a> or send us a quick email to <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Rattan Outdoor Furniture pride ourselves in a quick and informative response to all of your nautical wicker furniture questions.</p>",newCategoryImages/_MG_0757.jpg,Nautical Wicker Furniture,Nautical Wicker Furniture,Rattan Outdoor Furniture offers breathtaking nautical wicker furniture at sale rates you can always afford. Purchase today for free shipping on your order.,No,Products only,,No,,,No layout updates,
Occasional,Default Category/Products/Occasional Furniture,1,Yes,occasional,"<p>Sit back and relax on our brilliantly designed rattan outdoor occasional sets. Our master craftsmen are highly trained to provide you with the industry&#039;s premier materials on all of your occasional. Browse through our large selection of outside sofas, coffee tables, deck chairs and accessories. Enjoy a summertime outside gathering while sitting on your chic black sectional accompanied with red cushions and throw pillows. Our rattan occasional furniture are rich in color and variety with our vibrant fabric colors available in a wide array of shades. Viro resin finishes provide easy maintenance and will not crack, chip, peel, splinter, or absorb moisture. We own and manufacturer all of our occasional and have the best known warranty on the market. Our occasional are of great value for any budget, and all of our furniture is marked at the lowest price &quot;guaranteed&quot;.</p><p>Rattan Outdoor Furniture services everyone&#039;s occasional furniture needs from dealers, designers, hospitality and individual orders. Talk with our representatives to get started on all of your high volume orders. Choose from our customized or in-stock occasional and you&#039;ll discover why our customer service is number one. Your rattan outdoor occasional sets will be delivered to you with little or no assembly required.</p><p>Call us at <a href='tel:18442728826'>(844) 2-RATTAN</a> or email us at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Your patio, deck or courtyard will be transformed with our outdoor occasional collections greeting all who enter your home.</p>",newCategoryImages/arm-chair.jpg,Occasional,Occasional,"Pamper yourself in plush occasional designed with aesthetic appeal and priced at inventory clearance prices. At Rattan Outdoor Furniture we don&#039;t have promotional discounts, just everyday low prices.",No,Products only,,No,,,No layout updates,
Occasional Chairs,Default Category/Products/Occasional Furniture,2,Yes,occasional-chairs,"<p>Rattan Outdoor Furniture&rsquo;s occasional chairs will provide you with ample seating and quick storage when more space is needed. Add outdoor occasional chairs to your deck or patio and give guests the best seats in the house. The incredible high-quality polyethylene rattan resin, resists the wear and tear of even the toughest of environments and sustain in the ever changing weather. Durable occasional chairs keep breakage free while providing you with premium comfort. Delve into our extensive and luxurious occasional chairs selection that feature softly textured Allure fabrics and high-density, powder-coated aluminum frames.</p><p>Rattan Outdoor Furniture&rsquo;s incredible occasional chairs can be customized to your home&#039;s decor. Purchase matching occasional chairs designed with saddle arms, plush cushions and contrasting welting. Handcrafted occasional chairs can also be mixed and matched or chosen from our quickly shipped fully stocked products. Buy a traditional occasional chair and add modern styled ottomans. Whatever the design, rattan occasional chairs will complement all of its surroundings. We not only furnish your life, we do it with the lowest prices in the business. Discounted occasional chairs are the perfect outdoor accessory as well as sold at the lowest prices on the market.</p><p>Rattan Outdoor Furniture is available by now calling <a href='tel:18442728826'>(844) 2-RATTAN</a> and through email at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Make us your premier source for rattan occasional chairs purchases and enjoy the true comforts of home.</p>",newCategoryImages/arm-chair.jpg,Occasional Chairs,Occasional Chairs,"Become the owner of exceptional occasional chairs from Rattan Outdoor Furniture, and take pleasure in knowing you&rsquo;re paying the lowest prices in the industry.",No,Products only,,No,,,No layout updates,
Occasional Furniture,Default Category/Products,14,Yes,occasional-furniture,"<p>Rattan outdoor occasional furniture will provide you with additional seating as well as the perfect dining tables and accessories. Add our outdoor occasional furniture to your patio and make all of your guests feel at home on our luxurious sofas and sectionals. The sturdy 100% hand-woven, high-quality, high-density polyethylene resin, can handle the wear and tear of everyday life as well as the changing weather. Our company&#039;s sturdy occasional rattan sets remain fade and moisture free with each strand cradling you in comfort. Relish in our occasional chairs, tables and sofas high-quality, high-resilient Allure fabrics and aluminum frames.</p><p>Rattan occasional furniture is tailored to your personal decor. Buy a pair of matching chaise chairs designed with ivory cushions and a mocha welting or dine on our tempered glass topped tables. Handcrafted occasional collections can also be customized with patterned Sunbrella fabric or selected from our quickly shipped and exquisitely designed in-stock options. Buy our traditional occasional loveseat and combine it with modern black and red chic ottomans. No matter what the style, rattan occasional furniture will complement its surroundings. Our occasional furniture is not only the perfect outdoor accessory; they are sold at the lowest prices in the industry. We also offer the best warranty on the market with each occasional furniture purchase.</p><p>We are available now by calling <a href='tel:18442728826'>(844) 2-RATTAN</a> and through email at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Make us your premier source for rattan outdoor occasional furniture and all other outdoor furniture purchases.</p>",newCategoryImages/_MG_0757.jpg,Occasional Furniture,Occasional Furniture,"Pamper yourself with brilliantly crafted occasional sets purchased from a trusted ecommerce partner. Order your merchandise from Rattan Outdoor Furniture, known for their unique collections and exceptionally low prices.",No,Products only,,No,,,No layout updates,
Ottoman,Default Category/Products/Accessories,3,Yes,ottoman,"<p>Rattan Outdoor Furniture ottomans tell you it&#039;s time to sit back, relax and put your feet up in style. Our ottomans are detailed down to the last hand-woven strand providing your outdoor sanctuary with a classic and functional elegance. Our unique ottomans are easy to match with all of your furniture arrangements, as each one is custom made to your liking. Create a backyard living room to enhance your tree lined backdrop and add a contrasting welting to your rattan ottomans then place it in a place where you&rsquo;ll receive prime relaxation. Your outdoors will come alive when you select ottomans from Rattan Outdoor Furniture to complete your home.</p><p>Sturdy Rattan Outdoor Furniture ottomans are made to hold strong in all-weather conditions. Each frame is crafted with rust proof powder coated aluminum frames and Viro resin with colors that won&#039;t fade under the hot sun. Our ottomans cushions are designed to withstand damp environments without the worry of mold or mildew and place your ottomans directly in the sun as our Allure fabric is fade resistant and can only be found through Rattan Outdoor Furniture. Call us today at <a href='tel:18442728826'>(844) 2-RATTAN</a> and order your very own rattan ottomans set. You can also contact us through our email at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Hold that afternoon party in the hot sun and stay out a little longer in the rain as our rattan ottomans prove style and durability can combine in perfection.</p>",newCategoryImages/_MG_0578.jpg,Ottoman,Ottoman,"Listed at impressive savings, Rattan Outdoor Furniture provides you with stunning ottomans that will be shipped to you free of charge and sold at factory direct prices.",No,Products only,,No,,,No layout updates,
Outdoor Adirondack Chairs,Default Category/Products/Outdoor Furniture,167,Yes,outdoor-adirondack-chairs,"<p>Create the nautical ambiance you&#039;ve been dreaming of with our outdoor Adirondack chairs. Place outdoor Adirondack chairs under shaded garden trees or for leisure in your sunroom. Customize a traditional appearance for your outdoor Adirondack chairs finished in a subtle yellow and cushioned in blue or choose a modern twist from our in-stock collections. Find all of our finishes and cushion color choices online, or call us and we&#039;ll quickly send you samples. Our outdoor Adirondack chairs are constructed with top-of-the-line, all-weather materials, so feel free to sunbathe on your beach house patio or relax in the shade. Master Amish craftsmen build all of our outdoor Adirondack chairs from composite wood and stainless steel screws. When adding our quality Rattan Outdoor Furniture warranty, your Adirondack chair will last for years to come.</p><p>Don&#039;t know what finishes and colors to choose for your outdoor Adirondack chairs? Rattan Outdoor Furniture wants to help you choose the perfect outdoor Adirondack chairs for your deck. We have expertly trained designers ready to assist and discuss the option of adding accessories or selecting from our in-stock outdoor Adirondack chairs where quick shipping options are readily available. Easily order your outdoor Adirondack chairs today by clicking the &quot;buy now&quot; tab or call us today and our friendly and knowledgeable representatives will greet you with answers to all of your questions, <a href='tel:18442728826'>(844) 2-RATTAN</a>. Rattan Outdoor Furniture even has a rapid response email at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Your outdoor Adirondack Chairs are sent directly to your home and quickly shipped after every completed purchase.</p>",newCategoryImages/arm-chair.jpg,Outdoor Adirondack Chairs,Outdoor Adirondack Chairs,Unique outdoor Adirondack chairs are crafted to keep your home fresh while also ensuring you&#039;re never paying over inflated prices. We take high end products and make them affordable to the everyday consumer.,No,Products only,,No,,,No layout updates,
Outdoor Armchair,Default Category/Products/Outdoor Chairs,1,Yes,outdoor-armchair,"<p>Rattan Outdoor Furniture offers leading outdoor armchairs that are designed with comfort and luxury in mind. Wouldn&#039;t you like to sit outside in the same comfortable furniture that you have inside? You can enjoy outdoor armchairs virtually anywhere, from decks and patios to beach resorts and pools. Sitting in our stunning outdoor armchairs under the sun is ideal for improving simple activities like reading, socializing, or sipping some tea. Even doing taxes on your laptop will become more pleasant when sitting on our outdoor armchairs.</p><p>Master craftsmen hand-weave our outdoor armchairs from high-density polyethylene Viro resin that won&#039;t absorb moisture, chip, crack, or peel, taking away the regular maintenance that usually accompanies rattan products. Our high-end outdoor armchairs are also built with all-weather, 100% powder-coated, aluminum frames so that you can depend on our outdoor armchairs for years to come. The cushions are high-density (HD), high-resilience (HR) with high indentation load deflections (ILD) to give you the highest-quality outdoor armchairs on the market.</p><p>Thinking about what kind of fabric you want for your outdoor armchairs? Our uniquely tailored outdoor armchairs come with the option of using our standard, UV-resistant Allure fabrics for minimal fading. You can even decide if you want the welting on our outdoor armchairs to match or contrast the rest of the fabric. To order one of our outdoor armchairs now, feel free to call Rattan Outdoor Furniture at <a href='tel:18442728826'>(844) 2-RATTAN</a> or send an email to <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>.</p>",newCategoryImages/arm-chair.jpg,Outdoor Armchair,Outdoor Armchair,Purchase incredible outdoor armchairs from Rattan Outdoor Furniture and every alongside free delivery and stock your home with impressive pieces.,No,Products only,,No,,,No layout updates,
Outdoor Balcony Furniture,Default Category/Products/Outdoor Furniture,169,Yes,outdoor-balcony-furniture,"<p>Expand the comfort and style of your balcony with Rattan Outdoor Furniture&rsquo;s exquisite rattan outdoor balcony furniture. Create an inviting contemporary space on your hotel&#039;s balcony and give your guests just another reason to return. Our selection of outdoor balcony furniture is crafted in bold intricate designs. Choose from our standard Allure fabrics which resist moisture absorption and inhibits color fading. Solid and patterned fabrics come in shades and tints spanning the rainbow. Welcome in guests with rattan outdoor balcony furniture lighting their way to sophistication and class. Draw in a romantic touch on your balcony with intimate arrangements and quaint charm. Outdoor balcony furniture is durable and reliable with our frames supported by all high-density, powder-coated, high-grade, aluminum frames and our all-weather protection Viro resin. Adorn every corner of your house, resort or restaurant with our reliable and exquisite outdoor balcony furniture sets and live a life of luxury.</p><p>Rattan outdoor balcony furniture is right at your fingertips when you see our fabric and resin samples. See firsthand the quality built into every outdoor balcony furniture set and feel confident in your purchase. Browse our online swatch book and discover your perfect shade of red to incorporate glamour onto your deck or poolside. Rattan Outdoor Furniture makes buying outdoor balcony furniture easy and accessible to every customer. Call us today at <a href='tel:18442728826'>(844) 2-RATTAN</a> or send an email to <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Rattan Outdoor Furniture answers all rattan outdoor balcony furniture inquiries with live in-house staff members.</p>",newCategoryImages/_MG_0757.jpg,Outdoor Balcony Furniture,Outdoor Balcony Furniture,"Exceptional outdoor balcony furniture can be yours now at industry low prices because at Rattan Outdoor Furniture, every day is a sales event.",No,Products only,,No,,,No layout updates,
Outdoor Balcony Patio Sets,Default Category/Products/Outdoor Furniture,170,Yes,outdoor-balcony-patio-sets,"<p>Discover the serenity of the natural world by purchasing our outdoor balcony patio sets with the ordinary look of rattan without the maintenance. Our RAUCORD resin strands are intricately woven into perfection with all-weather protection and fade resistant technology. Items in our superior outdoor balcony patio sets are made from sturdy, rustproof, aluminum frames and Allure covered cushions with color that remains bright while inhibiting seasonal damage. Unique rattan outdoor balcony patio sets go beyond tables and chairs and into top-of-the-line sectionals, sofas and coffee tables along with handcrafted accessories. Glance at the options in our outdoor balcony patio sets accessory line and discover how easy it is to accentuate your balcony with unique lighting and sun shading umbrellas.</p><p>Offering quality and discounts, our rattan outdoor balcony patio sets are marked at the lowest prices on the market because selling quality outdoor balcony patio sets at rates everyone can afford is our top-priority. Finding a piece from our rattan patio sets awakens your inner designer with our optional Sunbrella fabric line. Purchasing outdoor balcony patio sets through Rattan Outdoor Furniture means you can quickly and easily browse through our large selection. Search our website and quickly obtain your completed outdoor balcony patio sets in no time at all. Our certified customer service representatives are always available to assist in all of your rattan furniture needs. Dial <a href='tel:18442728826'>(844) 2-RATTAN</a> or send an email to <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>, and we&#039;ll get you started on obtaining your outdoor balcony patio sets today.</p>",newCategoryImages/_MG_0757.jpg,Outdoor Balcony Patio Sets,Outdoor Balcony Patio Sets,Retreat to your backyard and relax on outdoor balcony sets where you can be distracted by the peaceful setting and not a hefty price tag because Rattan Outdoor Furniture has the lowest prices on the market.,No,Products only,,No,,,No layout updates,
Outdoor Bar,Default Category/Products/Bar Furniture,8,Yes,outdoor-bar,"<p>Hosting outdoor happy hour on our elegantly designed rattan outdoor bar is easy with Rattan Outdoor Furniture&#039;s exclusive collection. Clean lines are intricately designed with an abundance of storage for all of your barware essentials. Finely crafted woven RAUCORD resin on our outdoor bar never requires painting, staining or sealing. All of our materials are top-of-the-line, including our incredible low-maintenance tempered glass tops, easily cleaned with just soap and water. Sturdy, nonferrous aluminum frames give your rattan outdoor bar lasting resilience to weathering and seasonal upkeep. Be the hit of outdoor entertaining with our stylish outdoor bar tailored to your liking with our online customization options or chosen from our quickly shipped, handcrafted, in-stock selection. Enjoy the comforts of your poolside on our outdoor bar or discover pattern fabric and colored resin. The choices are endless, add a swivel to your stools or choose optional Sunbrella fabric.</p><p>Rattan outdoor bars will complete your patio, deck or pool while remaining crack, chip, peel and splinter-free. From moisture to sunlight, your durable outdoor bar offers top-notch protection. Your outdoor bar will sustain throughout the elements, from our aluminum frame to Rattan Outdoor Furniture&#039;s exclusive Allure cushions. Order your outdoor bar online today or by calling Rattan Outdoor Furniture at <a href='tel:18442728826'>(844) 2-RATTAN</a>. Send all emails to sales@<a href='http://rattanoutdoorfurntiure.com' title='rattanoutdoorfurntiure.com' rel='external' target='_default'>rattanoutdoorfurntiure.com</a>. Our outdoor bar will bring the party to your home and bring a world of comfort into your home.</p>",newCategoryImages/_MG_0786.jpg,Outdoor Bar,Outdoor Bar,Exceptional outdoor bar sets are being sold off at specialized pricings delivered directly from Rattan Outdoor Furniture. Shop today to receive exclusive savings.,No,Products only,,No,,,No layout updates,
Outdoor Bar Stool,Default Category/Products/Outdoor Furniture,1,Yes,outdoor-bar-stool,"<p>Bring new life to your patio, pool or deck with Rattan Outdoor Furniture&rsquo;s beautiful outdoor bar stool. Our versatile outdoor bar stool is ready to make a splash at your next pool party as they provide a place to cool off in the shade or sip lemonade in the sun. Our exquisitely designed outdoor bar stool is constructed with style and longevity in mind. Powder-coated aluminum frames and beautifully hand-woven, high-density polyethylene resin strands, keep your durable outdoor bar stool equipped for extreme weather conditions. Enjoy your backyard once more with our luxurious and deep seated cushions covered in fade minimizing Allure fabric.</p><p>Charming rattan outdoor bar stool enhance your patio experience and Rattan Outdoor Furniture offers options for all designers, resorts, restaurants and other hospitality owners. Our sales team is trained to take all high volume orders and provide you with exquisite in-stock rattan outdoor bar stool or other customization options. Whether you&#039;re looking to add ambiance to your courtyard or spice up your hotel&#039;s poolside, we&#039;re ready to turn you into another satisfied customer.</p><p>Your rattan outdoor bar stool is waiting to be purchased now. To complete an order or have your questions answered, call our team today at <a href='tel:18442728826'>(844) 2-RATTAN</a> or email us at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Before long, you&#039;ll be enjoying our rattan outdoor bar stool with all of your family and friends.</p>",newCategoryImages/_MG_0627.jpg,Outdoor Bar Stool,Outdoor Bar Stool,Pamper yourself with Rattan Outdoor Furniture&rsquo;s lavish outdoor bar stool sold at inventory clearance prices. Shop now and always save on high-end products.,No,Products only,,No,,,No layout updates,
Outdoor Bench,Default Category/Products/Outdoor Furniture/Outdoor Seating,173,Yes,outdoor-bench,"<p>Rattan Outdoor Furniture&rsquo;s amazing outdoor bench has a traditional nautical handmade look that&#039;s perfect for all styles of porches, gardens, and pool areas or decks. Our charming outdoor bench features a sturdy frame made from 100% hand-woven rattan strands. We have a wide array of styles and designs available to fit your personal decor. You will find our coastal and Bohemian styled rattan outdoor bench offering the option of fade and water resistant cushioning. Watch your garden&#039;s flowers grow while on your outdoor bench complete with a white Viro resin finish and an ornate weave. From dark to light tinted finishes, our outdoor bench can be tailored to fit your home&rsquo;s current decor.</p><p>Relaxation has just become simple with your rattan outdoor bench with a wide range of selection to fit any home. Once you have purchased our outdoor bench, you&#039;ll see the superior quality and attention to detail. Our warehouse is stocked with outdoor benches ready to be shipped to you today. Our highly trained representatives are available to discuss your outdoor bench purchase and the option of a worry-free warranty. Call us at <a href='tel:18442728826'>(844) 2-RATTAN</a> or contact us through email, <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Order from Rattan Outdoor Furniture and inquire about our full collections readily available to accent your customized outdoor bench. Rattan Outdoor Furniture always offers free shipping with every completed outdoor bench order.</p>",newCategoryImages/_MG_0762.jpg,Outdoor Bench,Outdoor Bench,Become enamored with Rattan Outdoor Furniture&rsquo;s stunning outdoor bench designed with high end materials and priced below retail value. Receive free shipping today.,No,Products only,,No,,,No layout updates,
Outdoor Benches,Default Category/Products/Outdoor Furniture,174,Yes,outdoor-benches,"<p>When looking for outdoor benches that are suitable for your space, do you try to find outdoor benches that sacrifice practicality for visual appeal and vice versa, or do you try to find rattan furniture that demands quality craftsmanship while simultaneously flaunting great style? If the latter is true, then you&#039;ve come to the right place, as we provide you with outdoor benches that will impress guests with their vibrant shine and rustproof, aluminum-coated frames. Perfect for parks, backyard gardens, and resorts, our outdoor benches present themselves as inviting sources of rest. Arrange outdoor benches among other rattan furniture and offer a pleasant area to sit and become lost in the surrounding nature. You can also place outdoor benches under trees to create a quiet escape for reading or thinking. If you want to create a romantic area for you and your loved ones to enjoy each other&#039;s company, outdoor benches make great anniversary gifts. Accent all of your outside furniture areas with the 100% hand-woven resin of our outdoor benches and add finishes to them that make your outdoor benches stand out among all rattan furniture.</p><p>Worried about what the weather will do to outdoor benches over time? Take a deep breath and relax because our outdoor benches are resistant to both water and UV rays so that they will go undamaged rain or shine. Our warehouse always remains stocked with outdoor benches and other rattan furniture, so feel free to contact our knowledgeable representatives now at <a href='tel:18442728826'>(844) 2-RATTAN</a> or <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>.</p>",newCategoryImages/_MG_0762.jpg,Outdoor Benches,Outdoor Benches,Trending outdoor benches are found at everyday low prices through Rattan Outdoor Furniture because we want you to feel confident in your purchase while also saving. Purchase today and receive free shipping.,No,Products only,,No,,,No layout updates,
Outdoor Buffet Tables,Default Category/Products/Outdoor Furniture,175,Yes,outdoor-buffet-tables,"<p>Where will you put all of your guests&#039; food the next time you throw a party outside? If you&#039;ve come to the sinking realization that you don&#039;t have furniture big enough for this, fear not, because our outdoor buffet tables provide the best solution. Whether you&#039;re using outdoor buffet tables for your kid&#039;s graduation party or holding a company picnic, outdoor buffet tables are large enough and strong enough to meet your needs. With intricately woven strands of high-density, polyethylene resin and powder-coated aluminum frames made with the attentiveness of our master craftsmen, our outdoor buffet tables are of the highest quality in the industry. Watch our outdoor buffet tables withstand the test of time as their tempered glass tops maintain their shine and the rattan stays free of fractures or damage from adverse weather conditions. Outdoor buffet tables make a great addition to any of our rattan furniture collections and customers have always given us positive feedback about our outdoor buffet tables.</p><p>How easy is it to obtain outdoor buffet tables? All you have to do is complete an order for outdoor buffet tables online or over the phone and our company will ship outdoor buffet tables directly to you within 24 hours of your purchase. To place your order for outdoor buffet tables or other rattan furniture via phone, call one of our expert associates at <a href='tel:18442728826'>(844) 2-RATTAN</a>, or email us with any inquiries to <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>.</p>",newCategoryImages/_MG_0777.jpg,Outdoor Buffet Tables,Outdoor Buffet Tables,Take advantage of your natural surroundings with state of the art outdoor buffet tables designed with breathtaking details and priced to sell. Our online shop is filled with impressive deals and orders are shipped free.,No,Products only,,No,,,No layout updates,
Outdoor Chair,Default Category/Products/Outdoor Chairs,2,Yes,outdoor-chair,"<p>From your homestead to a tropical vacation setting, our outdoor chair perfectly complements any atmosphere. Bring recreation and sophistication to all of your backyard gatherings with our rattan outdoor chair tailored to your home&#039;s decor. Our sturdy outdoor chair will bring joy for years to come with 100% hand-woven Viro resin, made from high-density, synthetic materials. Our company&#039;s outdoor chair has powder coated aluminum frames crafted for low-maintenance and all-weather protection. Our cushioned outdoor chair is comprised of plush and durable, high-resilient (HR), foam seating protected by our exclusive Allure fabric. Our unique outdoor chair is awaiting to be completed with your personal touch. The essence of our spring collections can come to life with classic cushions and contrast welting. Customize your rattan outdoor chair with a light finish and brightly colored cushions, for a splash of fun at your next pool party.</p><p>Our rattan outdoor chair can be completed with the addition of accessories designed to correspond with all of our furniture collections. From our in-stock rattan outdoor chair to our customized cushioning, we keep our promise of providing quality furniture at an affordable price, &quot;guaranteed&quot;. Our outdoor chair is easily shipped directly to you by calling us now at <a href='tel:18442728826'>(844) 2-RATTAN</a> or sending an email to <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>. Rattan Outdoor Furniture wants all of your purchases to be a satisfying experience in making your house a home.</p>",newCategoryImages/arm-chair.jpg,Outdoor Chair,Outdoor Chair,Authorize yourself to receive our stunning outdoor chair without the worry of overpaying because Rattan Outdoor Furniture offers breathtaking discounts on all of our exclusive merchandise.,No,Products only,,No,,,No layout updates,
